month_index,employee_id,firm_id,age,position,gender,state,recrutement_avg,competences_avg,performance_avg,remuneration_avg,qvt_avg,droit_avg,transverse_avg
14,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.4130633368469856,2.3901074441626413,1.7573278255017981,1.277035233550073,1.805138922674474,2.5091391354174895,2.1265279102216086
15,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,2.167527175956086,1.9518312847261186,1.6727461980477445,1.6879827062181438,1.7634855571683352,2.200892648864961,1.2802850005069621
16,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.771390730340402,1.0,2.0806140623153313,2.379545321532117,2.8197713801686914,1.697373865621826,2.5313624411254985
17,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.8409207491910355,1.9805864121164733,1.2562708007716732,1.327781922486605,2.219606228027835,1.6061580832321392,1.9866137330753515
18,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,2.672967503919158,1.3602816434546976,2.6161008784968076,1.0292758558928334,2.594709171732632,1.3125720136195604,3.435022223450771
19,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,2.7477291226214784,1.272299596597057,1.0,1.4592255314749405,1.0,2.3779414150229954,1.8292525753314255
20,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.5292984154989875,2.396773618891502,2.283344821683704,2.0782410035597074,2.0062003925682266,1.6337903732345174,2.28229781776891
21,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.8648143004321045,1.0,2.6112236195845955,3.0894667684522585,1.971126309714558,3.063648461841317,1.5730517828890798
22,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.8097720479168244,1.0,2.782249444795645,1.0,2.514688516982491,1.976334465976317,1.1317545899405095
23,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,2.5151248469847833,1.1959705229685171,1.557122772347824,2.2195242274573266,3.118178105255136,2.4578759213136934,1.0
24,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.7446957503512102,1.56393221099203,1.9925580371553944,1.0,2.5061265577059046,2.23420533185584,1.0
25,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.5355367587696347,1.096697061078669,1.7562853866953667,2.900350915953597,2.16671991429774,1.8636912440405502,1.6765046434457305
26,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.8239561262730595,1.7598065916268335,2.148340612221369,2.2883075825015444,1.982999453030982,2.8555842110399334,2.226418130028953
27,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.6462802275939061,3.2678845325987713,1.9961967079620584,1.0,3.1570391358612953,3.031111034079378,1.4735797890243516
28,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.748174869812202,1.3621000340370704,2.2288390365106197,2.3500709895274627,2.3993411316045012,2.240689283388708,2.698409416243542
29,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.8435817634742389,2.3247354706935255,1.6271623209892327,1.5879206622098039,1.9205062046466839,2.1776591269388756,1.1980907860302321
30,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,2.672427015590347,1.0,1.3558606484707747,3.1088942092605985,2.684493295258032,1.2459545205227855,1.0477930086316771
31,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.0940053312189728,1.0,1.0,1.0767093800754521,1.200640726587082,2.2239621027185756,1.0
32,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,2.04145592658602,1.1680669775037382,2.701171779113157,2.4702211755710626,2.549741922107198,2.0693544877355152,3.0883043162082346
33,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.2234823610800896,1.0,1.749730140066561,3.2286342980290077,1.8583627651909387,2.1267019027162872,1.0
34,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,2.472964792635189,2.262541003463483,2.2734451208399458,1.0,1.505305262138896,1.682751099838012,1.567098001408747
35,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.4597963353607493,1.0,1.5457855698535943,1.0,1.6234150298246315,2.3865778387361045,1.5632382417202233
36,c6676223-dff1-4347-93c7-bee535ff3b43,2a003204-f6d1-4f32-a79d-80a1ef912a61,38,Execution,Female,Resigned,1.8559219847444413,1.6464103426491856,1.2050837753372206,1.2947507615187104,2.1054217449912436,1.5987812562570078,2.2965550034962896
1,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.905151305002081,3.8194155260913405,3.441537021516472,3.709860736497071,4.063553632076975,3.5128170745120775,4.190448625002171
2,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.797230042966461,3.7872440747842933,4.600537516503614,2.5723721948754465,4.796705231677333,3.9884334483581383,4.122076849433817
3,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.9364815485624787,2.312374766455154,3.11421371548814,2.398276160829838,4.462294655158918,4.141055946097485,3.525141607483077
4,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.9127061378861208,4.422802279825235,4.497544200912704,3.591991687093128,4.116539690804003,3.2415670846678335,2.9568157228294942
5,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,2.9164549692371216,2.771485983929604,4.01418205843716,3.1546400444608804,5.0,4.051577314079846,3.140694607236446
6,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.5313847997644,2.0945050404787984,3.038610453647301,2.400026271767893,3.8881760514058894,3.794334312749213,3.771180714934609
7,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.9088015063087216,5.0,3.5450385261574855,3.081417630627399,3.858233901771642,4.269812563337794,3.874521583747403
8,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.128618875338261,3.2815946015819324,4.151012799372679,3.453072816119248,5.0,3.5878883456280852,3.402051208202082
9,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.1150302021917,2.4230874219358354,3.503479070502377,1.866210312986784,3.9641706080517003,3.5674579095479775,3.810738315450292
10,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.341110540456415,3.7110044678580607,3.4647202567625954,3.620526993664511,3.6189926975799955,3.9982309266811322,2.284085760304812
11,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.4455918393567275,3.662683006723998,4.133053819664952,3.4525736301044185,3.6437164301265077,3.0819651736232325,3.5309618358060506
12,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.394024542158535,4.896687176218509,4.233604894932979,2.5221165965681265,3.9204854868086247,3.9826318280893935,4.511084751277111
13,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Highly Engaged,5.0,4.746691450105509,5.0,3.8070905537133006,5.0,4.534463850689217,3.200955750822078
14,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.639519958229627,1.0,3.9782960142849326,3.19835411704031,4.0979874674249475,4.221558938813283,2.4389902704406743
15,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.341039097870113,4.023499167514895,3.192375190003021,3.971417298577447,3.7803898938581066,4.096139036682122,5.0
16,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.298651683415759,5.0,3.8477897495683546,1.0,4.865782726289087,3.9838494644051785,2.8588128625351947
17,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.763439247695322,2.9309546560008983,4.838103082991372,4.480304295958263,4.281851158024885,4.010259242044252,2.9534135657778497
18,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.370904370738884,3.0946921329696644,3.943923651370835,4.536929632345295,2.566793969960475,4.111708497216654,2.433857247179837
19,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.549734540517028,2.9595550725225688,3.515581078452148,4.023431132106048,3.821319290336463,4.299303918596192,3.6832758049698917
20,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.663026169118296,3.3027431565923404,4.241079267832455,3.205743386866984,2.7062190289451094,3.382148398479493,3.036812624048076
21,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.292769129169248,3.8444539072495267,3.3488734846474952,4.5828807406863525,3.809137691842558,5.0,2.1914568247998223
22,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.865432224204379,3.5159963889651356,3.560103959428084,5.0,4.473555233507982,4.0362637699125505,2.655110744650331
23,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.585130415684044,3.062572675267432,5.0,3.9813904565470004,4.239091631413574,4.357651558356844,3.8231814120443723
24,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.652716527318115,3.348647854979936,3.7481972850519636,1.2057598174813988,3.8631956074340654,4.534593655185977,2.645821938369164
25,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.085704897951753,3.9696783410402365,3.1208399194434002,2.4841176874206745,4.217710552064734,3.798196467626871,3.586718598470568
26,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.368737702973613,2.808571790447571,4.481372351294885,2.9149884086591755,4.962139486999291,4.522670560865746,1.1454867476226132
27,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.696003351415876,3.208870748938017,2.652000649910642,3.7579086263896087,5.0,3.8868971964482495,5.0
28,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.94179755026945,4.205917671831984,4.416487606011615,4.976670818970522,4.264084281539558,4.125109071397248,4.32612601329761
29,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,4.229277487009461,4.6742266442969935,3.8770706403477755,2.667825825008949,2.7125807275798755,3.8865659770064873,3.6047849033576287
30,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Content,3.5717716738771195,3.6936565362303737,3.289414951591061,3.9775311949662013,4.538395045517023,4.124909190568046,4.172485370226706
31,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Resigned,1.7944591911607581,2.090555167406617,1.664762830702606,1.0,3.010310007090852,1.452029081980767,2.7146582596538513
32,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Resigned,2.2532276232538813,1.0,1.8145527323321946,1.0,2.5654080098485337,2.515172500998421,1.8690908168640745
33,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Resigned,2.3731915404917823,1.408134059931023,2.8570050571163867,2.3012461951118643,1.6660959971750504,2.52434468641329,2.0788658287280453
34,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Resigned,1.8701191723561619,1.2293946846023385,2.528704807066682,1.1867756222769965,2.1821203232355177,2.760441626185633,3.5266712005582748
35,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Resigned,1.736687526509718,1.3232797992631142,1.844402407165719,1.2870627894642128,2.2634484220283237,2.0039285967451996,1.0
36,0d9c547c-6965-46db-8ba2-68b2aaaa7c1a,2a003204-f6d1-4f32-a79d-80a1ef912a61,52,Execution,Male,Resigned,2.876912622424874,1.989666000643026,1.548878559996307,1.5934017071286593,3.283065368167628,1.8847913524897377,1.668912170461568
1,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Highly Engaged,5.0,4.705597956468664,4.0058102574946926,3.8076886778186103,5.0,5.0,4.954915692810216
2,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Highly Engaged,5.0,4.028442145088246,5.0,3.151319741652088,3.8795619097716347,5.0,4.516449976343862
3,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Content,3.907855499083644,3.335328112062925,2.981317487829631,2.364560745209604,4.566760271103769,4.2922846996299855,3.581430666965862
4,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Content,4.153173766966011,2.3337668895881203,3.8755768489271833,5.0,4.832592799124433,3.8687891283249365,4.073364545790968
5,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Content,4.197957110479023,3.4062623960205,4.744488071619445,2.8886834473998553,3.4138334472222733,4.558318487294372,4.240225514173465
6,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Content,4.084325683805098,3.8546327412859407,3.909263619234396,3.496303280219282,4.218763915844054,3.4140410868092625,4.423912914108315
7,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Passively Looking,3.6761812729630754,1.0,4.031243986853161,1.0,2.561035022659393,3.1836329859219727,2.382815463417471
8,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Passively Looking,3.5032055200132772,3.1536293490073533,2.1896728852599043,1.624534567712931,2.5682171793159827,3.379172269351756,2.7597094323435223
9,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Passively Looking,2.700860332901076,1.8049859643416721,3.168076099403102,2.17074649624808,3.5813486937901664,2.837681114651541,1.0764488596612551
10,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Passively Looking,2.733497959086833,3.1515733861988053,2.243493889174084,2.3929860373712026,2.8796094532142753,3.904668092854751,2.3629733404286504
11,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Passively Looking,2.8817313083157323,1.4507606896810545,2.9128440141950636,1.4339375657972635,3.4657341741562124,4.083842230416951,1.87074232675372
12,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Passively Looking,3.1661861666119924,2.7157342311898245,2.7217832314123904,2.9007646281779422,2.2144215148449686,3.221072981724033,1.2412023007884554
13,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.5677866473321402,2.77161842888309,1.349753923347206,1.0,2.3208723069699477,1.7580901305433936,2.29088703479934
14,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.8094311516632906,1.982970592435357,2.6409002079312947,1.0,1.603844008375316,2.169731570937175,2.730041055227475
15,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.6708086410297773,1.0243970432407943,2.086884345333485,1.0,2.1067681180283317,1.5793850316127496,3.2714639540452772
16,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.3261453848452982,1.2425978368078332,1.780511378494743,2.9214193209211166,1.072607953347082,2.9934816541915006,2.105741456881618
17,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,2.208547662211623,1.0,2.142684745222844,1.0,2.8866628772388885,1.811575188356907,1.4094732044351328
18,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.7223634559934142,1.0,2.2447918901447483,1.6819128726686703,2.846307139230698,1.4880499567167331,2.3513365618728352
19,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,3.252724452678447,1.1386871286584426,2.9370891672653814,1.0,1.0393131837070853,2.077747023037282,2.3385631741402206
20,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.5809117588342343,1.0197290727948103,2.1561236593759143,1.2027541050647157,2.4092360667407187,2.2951318163033347,1.8837002556412583
21,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.7838494070952295,1.685384753624314,1.2435761965824397,2.35959026025305,1.5560076982278805,2.651538995019756,1.3131144312137077
22,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,2.1009995053786605,1.1040283592874394,1.1904027412991824,1.0,1.2612730889852783,2.0704364587136315,1.6695033430631072
23,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,2.505189656641632,1.143394032162521,1.2708235414396953,1.0,2.3360445325328727,2.7532778061317376,2.513064214365031
24,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,2.354966374073619,2.0108346538140793,2.8185742678256043,1.4988733152751297,2.45229077321692,2.0716864552592007,1.0
25,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.6580755497502118,1.4926727691722759,1.8364712235007816,2.933657269369854,2.056894017313748,2.6715373776102576,1.1519382067389472
26,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.844162057117383,1.0,1.3546031922740567,1.674283252227378,2.005292126275893,2.5771754479588935,1.6450031586760403
27,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.8237731341811292,3.2186374910295674,1.7436578587721714,2.246700872734774,1.7191535554187256,2.483839791753427,2.2424125273213495
28,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,2.10424598528779,1.0,1.8109514765136676,2.307414042983978,2.3692365831194113,2.3783355500916987,1.0
29,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.6397724646624705,1.8290861049211513,2.046229966072135,2.2932001021196124,1.898593271397734,2.3623296346695257,1.513099393545035
30,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.5065286317492217,1.0,2.058605815278046,1.3565524875715305,1.5672774705298818,1.5523307773936543,2.0037916115269905
31,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.867039962902224,1.9454997778945164,2.9184291182470545,1.0,1.5102794339083454,2.116249754675235,2.6638609393173205
32,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.1817984903967576,3.0486888205444838,1.881513540939774,1.1135994044395279,1.8613581657467655,2.0254947871279887,2.338493407415324
33,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,1.4657396229587807,1.7763313453150829,1.5694910005758145,1.0,3.810182622978727,2.367620293901384,1.990612435728915
34,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,2.5688883903343314,1.0,2.851375145473219,1.0,1.4618635129730357,2.01638733072844,1.9653786919764047
35,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,2.1093591330707437,1.3665482074412854,1.7928015932233654,1.0,1.0,2.4906046489344242,2.0549648900289483
36,950611a3-71b4-4b77-8433-dfde671b622e,2a003204-f6d1-4f32-a79d-80a1ef912a61,55,Execution,Female,Resigned,2.7922471875785293,1.0,2.2156891261805534,1.0,2.8333324896354375,2.6087851106712567,1.6689675193795654
1,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Content,4.219235878498284,3.4408289236794465,3.875854644874842,2.647555683175643,3.9567190540626234,4.660130729031336,3.58974860727314
2,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Passively Looking,2.978786647191053,3.0739312905847265,2.642666382944644,2.493162141726002,1.8362927254637693,3.0738284792101322,1.5773121564500423
3,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,1.4652972326125697,2.8091571869639766,2.0707698399890395,1.4497717292708512,1.8668665504788988,2.467605668742993,1.7094844514229361
4,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,1.7593657858103096,1.2489578985497114,1.1880679193921795,1.0,1.792343463432217,2.66168595691659,1.0
5,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,2.418185014628705,1.0,1.0,1.6919397827301685,3.1401376613023473,1.857705967892789,1.0
6,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,2.227457375540011,1.0,2.1219879470825567,2.2363316347834576,2.2314322469220547,2.5239073233381886,2.1532897229077603
7,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,2.4949733560893153,1.5361686140459847,2.2674458564361926,1.3479615715406807,2.273924120354658,3.4206845279674507,1.6932804188685329
8,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,1.2511200335983168,1.342064657985887,1.6136845466146357,1.0,2.667409698377076,2.652236559065612,1.4154918058420822
9,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,1.3040628257405391,1.5792764601464861,1.4739667547425996,1.3893642425741877,1.9153266754670621,2.6865430473604346,1.7198464371711182
10,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,1.7299041778892523,1.0,1.7711915016609656,1.1600063814484025,1.816277475907434,2.5101295005614266,1.0
11,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,1.6187279682302103,1.5423340795889078,1.4642950686270153,1.0,1.9578240424950786,2.474385973365451,1.4195410771602175
12,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,1.015157771824092,1.0177623927858293,2.0974705651800476,1.8864062748898998,2.572500514723273,2.640471067984825,1.594749821671991
13,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,2.1315824904348233,1.0,1.0,1.0,1.508713713816693,1.656118179467676,1.2656584479518855
14,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,1.768955869679372,2.250261611121646,1.218518107327279,1.3265237254655586,1.7061626146082118,1.7973685734692528,1.0
15,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,1.0,2.098677461514907,2.6413567522488144,1.0,2.020343461176018,2.0816568638376567,1.0
16,139fbf3f-62bb-4d55-812c-f9983037ef8c,2a003204-f6d1-4f32-a79d-80a1ef912a61,39,Execution,Female,Resigned,2.3524514301054382,1.7552546601212917,1.0,1.0,1.0,2.8221657381554333,1.3625369820434086
